,init_C,init_N,init_Li,feasibility,yield,std
0,0.0,0.0,0.0,False,-0.12123693280884051,0.42859545818771577
1,0.0,0.0,0.3157894736842105,False,-0.05575748729228458,0.3934584558316022
2,0.0,0.0,0.631578947368421,False,0.008891660519002365,0.36642790267274666
3,0.0,0.0,0.9473684210526315,False,0.07090232085998416,0.35137089535255217
4,0.0,0.0,1.263157894736842,False,0.12856107076883916,0.3507076842130924
5,0.0,0.0,1.5789473684210527,False,0.18035254810204382,0.36390871577979766
6,0.0,0.0,1.894736842105263,False,0.22510379913528045,0.38779751416130614
7,0.0,0.0,2.2105263157894735,False,0.26213728699024763,0.4183611870437547
8,0.0,0.0,2.526315789473684,False,0.2913448807995076,0.45225588794745614
9,0.0,0.0,2.8421052631578947,False,0.31313611178022693,0.4872529841324355
10,0.0,0.0,3.1578947368421053,False,0.3282911852903512,0.5220469058784354
11,0.0,0.0,3.4736842105263155,False,0.33778321664626354,0.5559253217938191
12,0.0,0.0,3.789473684210526,False,0.3426223989081665,0.5885125915054131
13,0.0,0.0,4.105263157894736,False,0.34374753469785047,0.6196147648774474
14,0.0,0.0,4.421052631578947,False,0.34196749545254956,0.649137163531264
15,0.0,0.0,4.7368421052631575,False,0.33794250430624473,0.6770429820936027
16,0.0,0.0,5.052631578947368,False,0.33219129366589994,0.7033320755378362
17,0.0,0.0,5.368421052631579,False,0.32511162502530633,0.7280288127802697
18,0.0,0.0,5.684210526315789,False,0.31700517206011813,0.7511739194474694
19,0.0,0.0,6.0,False,0.30810135441315634,0.7728183596467001
20,0.0,0.3157894736842105,0.0,False,-0.12326550886090804,0.40073318515749984
21,0.0,0.3157894736842105,0.3157894736842105,False,-0.05188860538588003,0.3620479396720808
22,0.0,0.3157894736842105,0.631578947368421,False,0.018424831442188427,0.33172635335907735
23,0.0,0.3157894736842105,0.9473684210526315,False,0.08553035767513162,0.3145816150415364
24,0.0,0.3157894736842105,1.263157894736842,False,0.14741564739640634,0.3138337683466279
25,0.0,0.3157894736842105,1.5789473684210527,False,0.20232742382546043,0.32878852703973754
26,0.0,0.3157894736842105,1.894736842105263,False,0.24895965082807514,0.35529349482600875
27,0.0,0.3157894736842105,2.2105263157894735,False,0.2866557489171484,0.38845976590625914
28,0.0,0.3157894736842105,2.526315789473684,False,0.3154844093782252,0.4245857683701925
29,0.0,0.3157894736842105,2.8421052631578947,False,0.3361328683704903,0.46144534738630755
30,0.0,0.3157894736842105,3.1578947368421053,False,0.3496846835676708,0.49785369303942534
31,0.0,0.3157894736842105,3.4736842105263155,False,0.35738134839959645,0.5332099069971847
32,0.0,0.3157894736842105,3.789473684210526,False,0.3604340512695732,0.5672062083360976
33,0.0,0.3157894736842105,4.105263157894736,False,0.35990856682149275,0.5996789618624697
34,0.0,0.3157894736842105,4.421052631578947,False,0.3566766618789803,0.6305412695559628
35,0.0,0.3157894736842105,4.7368421052631575,False,0.35141443819590856,0.6597537981647825
36,0.0,0.3157894736842105,5.052631578947368,False,0.3446269220154612,0.6873108277112865
37,0.0,0.3157894736842105,5.368421052631579,False,0.3366828835835918,0.7132314612206645
38,0.0,0.3157894736842105,5.684210526315789,False,0.3278498355742392,0.7375524846674016
39,0.0,0.3157894736842105,6.0,False,0.3183241311170426,0.760322154241693
40,0.0,0.631578947368421,0.0,False,-0.12535053921081118,0.37635588658501784
41,0.0,0.631578947368421,0.3157894736842105,False,-0.04747525351999826,0.3347356693275915
42,0.0,0.631578947368421,0.631578947368421,False,0.029075033038753695,0.3015470607507925
43,0.0,0.631578947368421,0.9473684210526315,False,0.10171734518271691,0.282486575128934
44,0.0,0.631578947368421,1.263157894736842,False,0.1680555154512966,0.2816156419167976
45,0.0,0.631578947368421,1.5789473684210527,False,0.2260497172866751,0.2980369838375889
46,0.0,0.631578947368421,1.894736842105263,False,0.27426570345095413,0.32656347476597214
47,0.0,0.631578947368421,2.2105263157894735,False,0.3121332479674752,0.36154245782739436
48,0.0,0.631578947368421,2.526315789473684,False,0.3400010153442885,0.3991042801419836
49,0.0,0.631578947368421,2.8421052631578947,False,0.3589374175001936,0.4371518696174205
50,0.0,0.631578947368421,3.1578947368421053,False,0.3704058409173845,0.47466146166362483
51,0.0,0.631578947368421,3.4736842105263155,False,0.37595591708289433,0.5111307763106849
52,0.0,0.631578947368421,3.789473684210526,False,0.3770066724120289,0.5462873136606897
53,0.0,0.631578947368421,4.105263157894736,False,0.3747352686286787,0.5799644525280709
54,0.0,0.631578947368421,4.421052631578947,False,0.37004972788357016,0.6120564503851091
55,0.0,0.631578947368421,4.7368421052631575,False,0.36361320281835985,0.6425026170974153
56,0.0,0.631578947368421,5.052631578947368,False,0.3558913518556399,0.6712792719910164
57,0.0,0.631578947368421,5.368421052631579,False,0.34720378406660357,0.6983924264011894
58,0.0,0.631578947368421,5.684210526315789,False,0.3377694913257332,0.723870017207723
59,0.0,0.631578947368421,6.0,False,0.3277424771971722,0.7477544046084338
60,0.0,0.9473684210526315,0.0,False,-0.1278320320194739,0.3559015591687604
61,0.0,0.9473684210526315,0.3157894736842105,False,-0.042808992048031236,0.3123429589463221
62,0.0,0.9473684210526315,0.631578947368421,False,0.040626172913514225,0.2771842250385003
63,0.0,0.9473684210526315,0.9473684210526315,False,0.11930647886535084,0.25672632417605856
64,0.0,0.9473684210526315,1.263157894736842,False,0.19032333713080973,0.2556663308343222
65,0.0,0.9473684210526315,1.5789473684210527,False,0.251286987681973,0.2728744130806549
66,0.0,0.9473684210526315,1.894736842105263,False,0.3006629337490869,0.3023296771333148
67,0.0,0.9473684210526315,2.2105263157894735,False,0.3380757784809729,0.33794687032450094
68,0.0,0.9473684210526315,2.526315789473684,False,0.364295397124895,0.37592976614623397
69,0.0,0.9473684210526315,2.8421052631578947,False,0.38089567483205755,0.41439722633905646
70,0.0,0.9473684210526315,3.1578947368421053,False,0.38979957761233397,0.4524729531477063
71,0.0,0.9473684210526315,3.4736842105263155,False,0.39289526742637104,0.4897008301786453
72,0.0,0.9473684210526315,3.789473684210526,False,0.3918009243900329,0.5257882786186948
73,0.0,0.9473684210526315,4.105263157894736,False,0.38777362062677057,0.5605216962944518
74,0.0,0.9473684210526315,4.421052631578947,False,0.38171836520997804,0.5937461462601624
75,0.0,0.9473684210526315,4.7368421052631575,False,0.3742484187721873,0.6253604141590776
76,0.0,0.9473684210526315,5.052631578947368,False,0.36576040989187364,0.6553114612729095
77,0.0,0.9473684210526315,5.368421052631579,False,0.35650361216839066,0.6835856641617094
78,0.0,0.9473684210526315,5.684210526315789,False,0.3466349485017801,0.7101983329253954
79,0.0,0.9473684210526315,6.0,False,0.3362584852105561,0.735183585591231
80,0.0,1.263157894736842,0.0,False,-0.13125022042884638,0.33924463860566334
81,0.0,1.263157894736842,0.3157894736842105,False,-0.038432779139535356,0.2949200819471706
