,init_C,init_N,init_Li,feasibility,yield,std,labeled
0,0.1224489795918367,0.2448979591836734,0.1224489795918367,True,-0.0012385896522282,0.0084910937653467,False
1,0.1224489795918367,0.2448979591836734,0.2448979591836734,True,0.0081065932820294,0.0218119537950491,False
2,0.1224489795918367,0.3673469387755101,0.1224489795918367,True,-0.0026039679756522,0.0126580391135593,False
3,0.1224489795918367,0.3673469387755101,0.2448979591836734,True,0.0072915898875329,0.0198863181296485,False
4,0.1224489795918367,0.4897959183673469,0.1224489795918367,True,-0.0035614695217454,0.0198426822386622,False
5,0.1224489795918367,0.4897959183673469,0.2448979591836734,True,0.0068891198599843,0.0228504666812834,False
6,0.1224489795918367,0.6122448979591837,0.1224489795918367,True,-0.0041668014170141,0.0246061744687138,False
7,0.1224489795918367,0.6122448979591837,0.2448979591836734,True,0.0068449045984948,0.0260953222775496,False
8,0.1224489795918367,0.7346938775510203,0.1224489795918367,True,-0.0045132122191198,0.0259864022840874,False
9,0.1224489795918367,0.7346938775510203,0.2448979591836734,True,0.00706289945267,0.0271388847049142,False
10,0.1224489795918367,0.8571428571428571,0.1224489795918367,True,-0.0046873140174383,0.0239894986098316,False
11,0.1224489795918367,0.8571428571428571,0.2448979591836734,True,0.0074515344127945,0.0254204634276011,False
12,0.1224489795918367,0.979591836734694,0.1224489795918367,True,-0.0047630362119406,0.0192566922133524,False
13,0.1224489795918367,0.979591836734694,0.2448979591836734,True,0.0079308955480428,0.0214937829113937,False
14,0.1224489795918367,1.1020408163265305,0.1224489795918367,True,-0.0047969336119031,0.013863591679914,False
15,0.1224489795918367,1.1020408163265305,0.2448979591836734,True,0.0084366992312148,0.0174137395226238,False
16,0.1224489795918367,1.2244897959183674,0.1224489795918367,True,-0.0048264422335648,0.0131389287041904,False
17,0.1224489795918367,1.2244897959183674,0.2448979591836734,True,0.0089204854364979,0.0170221086971687,False
18,0.1224489795918367,1.346938775510204,0.1224489795918367,True,-0.0048857267679522,0.0175789034845109,False
19,0.1224489795918367,1.346938775510204,0.2448979591836734,True,0.0093359280712448,0.0204372233413118,False
20,0.1224489795918367,1.469387755102041,0.1224489795918367,True,-0.0050006242100764,0.0216078812055062,False
21,0.1224489795918367,1.469387755102041,0.2448979591836734,True,0.0096436907188568,0.0237347631718987,False
22,0.1224489795918367,1.5918367346938775,0.1224489795918367,True,-0.0051600427722497,0.0229963395761259,False
23,0.1224489795918367,1.5918367346938775,0.2448979591836734,True,0.0098367814155579,0.0247952701062159,False
24,0.1224489795918367,1.7142857142857142,0.1224489795918367,True,-0.005307052160667,0.0213319358614457,False
25,0.1224489795918367,1.7142857142857142,0.2448979591836734,True,0.0099505200327882,0.0231308752384712,False
26,0.1224489795918367,1.836734693877551,0.1224489795918367,True,-0.005336194401508,0.0172141486355908,False
27,0.1224489795918367,1.836734693877551,0.2448979591836734,True,0.0100657915766113,0.0193761946912717,False
28,0.1224489795918367,1.959183673469388,0.1224489795918367,True,-0.0050955077959926,0.0131650531470836,False
29,0.1224489795918367,1.959183673469388,0.2448979591836734,True,0.0103051597234156,0.0159360696009314,False
30,0.1224489795918367,2.0816326530612246,0.1224489795918367,True,-0.0044437747851873,0.0142337884553142,False
31,0.1224489795918367,2.0816326530612246,0.2448979591836734,True,0.0107705705872724,0.0167031942611798,False
32,0.1224489795918367,2.204081632653061,0.1224489795918367,True,-0.0034623672979421,0.0188075467887911,False
33,0.1224489795918367,2.204081632653061,0.2448979591836734,True,0.0113661021440947,0.0205608517694798,False
34,0.1224489795918367,2.326530612244898,0.1224489795918367,True,-0.0023804425615772,0.0222205420652048,False
35,0.1224489795918367,2.326530612244898,0.2448979591836734,True,0.0118612635213288,0.023648172139676,False
36,0.1224489795918367,2.4489795918367347,0.1224489795918367,True,-0.0013915475170946,0.0228316123902735,False
37,0.1224489795918367,2.4489795918367347,0.2448979591836734,True,0.0120592943487025,0.02426387807303,False
38,0.1224489795918367,2.571428571428571,0.1224489795918367,True,-0.0006230893030974,0.0203919628677888,False
39,0.1224489795918367,2.571428571428571,0.2448979591836734,True,0.0118384602146086,0.0221392674879707,False
40,0.1224489795918367,2.693877551020408,0.1224489795918367,True,-0.00013005377021,0.0156708294987683,False
41,0.1224489795918367,2.693877551020408,0.2448979591836734,True,0.0111630002148892,0.0181442191381539,False
42,0.1224489795918367,2.816326530612245,0.1224489795918367,True,0.0001073794173258,0.0118470391689088,False
43,0.1224489795918367,2.816326530612245,0.2448979591836734,True,0.0100891385151946,0.0151643197012988,False
44,0.1224489795918367,2.9387755102040813,0.1224489795918367,True,0.0001904318034888,0.0141453150917998,False
45,0.1224489795918367,2.9387755102040813,0.2448979591836734,True,0.0087742429590633,0.0168435731403083,False
46,0.1224489795918367,3.061224489795918,0.1224489795918367,True,0.0003119642361859,0.0190168662661092,False
47,0.1224489795918367,3.061224489795918,0.2448979591836734,True,0.007482648334232,0.0208451817096461,False
48,0.1224489795918367,3.183673469387755,0.1224489795918367,True,0.0006993038996867,0.0221044210382314,False
49,0.1224489795918367,3.183673469387755,0.2448979591836734,True,0.0065293989636892,0.0235563169459,False
50,0.1224489795918367,3.306122448979592,0.1224489795918367,True,0.0015342417027497,0.0221401849453759,False
51,0.1224489795918367,3.306122448979592,0.2448979591836734,True,0.0061928585121542,0.0236229245140053,False
52,0.1224489795918367,3.4285714285714284,0.1224489795918367,True,0.002870885497991,0.0190080488551539,False
53,0.1224489795918367,3.4285714285714284,0.2448979591836734,True,0.0066166727622167,0.0209578254659737,False
54,0.1224489795918367,3.5510204081632653,0.1224489795918367,True,0.0045519636907158,0.0136924615541269,False
55,0.1224489795918367,3.5510204081632653,0.2448979591836734,True,0.0077094281312319,0.0167144214243397,False
56,0.1224489795918367,3.673469387755102,0.1224489795918367,True,0.0061727640628141,0.0107941467903638,False
57,0.1224489795918367,3.673469387755102,0.2448979591836734,True,0.0091102373139158,0.0146210070100666,False
58,0.1224489795918367,3.7959183673469385,0.1224489795918367,True,0.0073841501449116,0.0158536250843375,False
59,0.1224489795918367,3.7959183673469385,0.2448979591836734,True,0.0104810534298529,0.0182169747531141,False
60,0.1224489795918367,3.918367346938776,0.1224489795918367,True,0.0083534244461205,0.022993899329245,False
61,0.1224489795918367,3.918367346938776,0.2448979591836734,True,0.0119011550544421,0.0240307788571288,False
